round,distill_loss,hr,hdcg
0,0.000975309636851307,0.19300106044538706,0.0829253910694084
1,0.002873833355261013,0.19406150583244963,0.10783735765444134
2,0.0031839985895203426,0.20254506892895016,0.11063287141064383
3,0.002501990375458263,0.2046659597030753,0.1113619379665942
4,0.0027602988771832314,0.18769883351007424,0.10488900315539118
5,0.0032414690344012343,0.21845174973488865,0.12035266794691506
6,0.002169574195431778,0.20890774125132555,0.12239404216480161
7,0.002775225576988305,0.21845174973488865,0.12916812582662207
8,0.0026122174713236745,0.20360551431601273,0.10696674743739516
9,0.0027989584340502916,0.19088016967126192,0.10380323543556755
10,0.0032464635791257025,0.20042417815482502,0.10903348466320714
11,0.00231525748513377,0.21527041357370094,0.11442117027072539
12,0.0017358874896672206,0.24602332979851538,0.13006827621435574
13,0.001648628231487237,0.2449628844114528,0.1381910127826718
14,0.002245094702084316,0.28525980911983034,0.1653806244097912
15,0.0012635239154974442,0.2651113467656416,0.15526126491375478
16,0.0016826712230454178,0.26935312831389185,0.15575291661516927
17,0.0023507752696104943,0.26193001060445387,0.15677929440606134
18,0.0021195697465827834,0.22693531283138918,0.1407335781729348
19,0.0026808829854417125,0.264050901378579,0.14135727820067917
20,0.0024427292810287327,0.24602332979851538,0.13539747340621758
21,0.001847426064193769,0.25026511134676566,0.14146914341472253
22,0.001994046372601588,0.1919406150583245,0.1010058585715837
23,0.001895047647121828,0.2205726405090138,0.11236712939974816
24,0.002065214148024097,0.22163308589607636,0.10962616791522357
25,0.001757329968677368,0.2417815482502651,0.11877413714297247
26,0.004088227872125571,0.20572640509013787,0.10454405472354028
27,0.002203125612140866,0.19936373276776245,0.09840964801642878
28,0.0026592932860125982,0.2205726405090138,0.10600866425814844
29,0.001988803919266502,0.23435843054082714,0.11660381426564517
30,0.0015281490974302868,0.22799575821845175,0.11469595650756147
31,0.001946920545924513,0.23223753976670203,0.11414895754350923
32,0.0019393161554035032,0.2258748674443266,0.11159362265364278
33,0.0018078247038374683,0.24072110286320256,0.11505121907932644
34,0.0029094167814037062,0.2545068928950159,0.12743629374805174
35,0.001962048516315917,0.2576882290562036,0.12860998804730658
36,0.002522284382257567,0.24390243902439024,0.1205046771284011
37,0.002125500506735989,0.23223753976670203,0.1221450883821892
38,0.001826576089297305,0.2651113467656416,0.1422497017825048
39,0.0011414527038141387,0.2682926829268293,0.14226849129464428
40,0.0022385888912140215,0.25556733828207845,0.13753351556167426
41,0.0011342641400915454,0.24708377518557795,0.1315600239935304
42,0.002559269332459735,0.2576882290562036,0.1347503097317178
43,0.0017867119014908894,0.28207847295864263,0.1491464615152907
44,0.002242365029746907,0.25556733828207845,0.14668222870789555
45,0.0014009857390192338,0.2735949098621421,0.15756448920212646
46,0.0011331277456065436,0.2417815482502651,0.1427114276974541
47,0.001954141987425828,0.2576882290562036,0.14739639095414558
48,0.00233580999752121,0.256627783669141,0.14960022877301216
49,0.0016390135345545787,0.2979851537645811,0.16636827848554095
50,0.0014477150467342881,0.31601272534464475,0.18229631163165697
51,0.0010611839191369654,0.3107104984093319,0.17910679915919442
52,0.0021909704076279015,0.2990455991516437,0.17153505441315375
53,0.0014667150339846557,0.2863202545068929,0.15592550657097642
54,0.0014177963092947721,0.30010604453870626,0.17185035435309298
55,0.0018776559658590485,0.32025450689289503,0.18051513371268804
56,0.0015100020722627506,0.33085896076352067,0.1912830749386464
57,0.0011200518001714954,0.2979851537645811,0.1723406583213355
58,0.0011299725676508388,0.32237539766702017,0.18531738396338196
59,0.0010242758643471462,0.3372216330858961,0.19599482140916838
60,0.0007111462015018333,0.3329798515376458,0.19452101956338638
61,0.0012744502747523256,0.33828207847295866,0.19615371746581572
62,0.0013335235611521058,0.3488865323435843,0.20466007542724685
63,0.0015901178480362433,0.3266171792152704,0.20083531048048123
64,0.0013338981918366243,0.33934252386002123,0.20056838930262644
65,0.0013596269246647808,0.32873806998939553,0.20056862452582186
66,0.0006237070098904951,0.2863202545068929,0.16891244175291822
67,0.0008823977510928671,0.2767762460233298,0.1555352743116696
68,0.0022905115509274767,0.30116648992576883,0.17622460335281498
69,0.0014344471503591194,0.30328738069989397,0.1690890969781073
70,0.0012472532539618442,0.29692470837751855,0.162873784667533
71,0.0015618101568179554,0.29056203605514314,0.1669755973518581
72,0.0013795969097827765,0.3181336161187699,0.17943341763374088
73,0.001393302708925148,0.31919406150583246,0.18002526628827956
74,0.0011394122030651487,0.3266171792152704,0.1834999570848157
75,0.0009198721889333683,0.32343584305408274,0.1770963533013117
76,0.0010821162586580613,0.2725344644750795,0.15916089940080097
77,0.0006353449637117592,0.32873806998939553,0.18974875739944339
78,0.0015640547913790214,0.3488865323435843,0.20574572614844527
79,0.0010840061693670577,0.3244962884411453,0.18369190782418995
80,0.0012194280736821383,0.3181336161187699,0.18742299867473824
81,0.0010582891800368088,0.31283138918345704,0.18188282951981385
82,0.0006284496265834605,0.29374337221633084,0.16454933527036067
83,0.0005007065377867548,0.2651113467656416,0.14534762066345036
84,0.0009313052605648409,0.31601272534464475,0.17929289598538706
85,0.0010725964963057776,0.256627783669141,0.15080957929546956
86,0.0007371612147835549,0.2831389183457052,0.16362539767134696
87,0.001061962229562141,0.295864262990456,0.1646646559082742
88,0.0015524092617852149,0.2767762460233298,0.1594882018181401
89,0.001710244751029677,0.30328738069989397,0.16301686925182604
90,0.0004703949698523502,0.26617179215270415,0.14487381623980639
91,0.002219946831655761,0.2916224814422057,0.15244337152450305
92,0.002052713394368766,0.28950159066808057,0.15113617388776154
93,0.000568146915475154,0.2926829268292683,0.1531734946324674
94,0.0010263146186844097,0.3107104984093319,0.15878689169284557
95,0.0005188985505810706,0.3117709437963945,0.16485518049221393
96,0.001600369941183999,0.3107104984093319,0.16773819363082332
97,0.0015069159049517112,0.352067868504772,0.19321561757647115
98,0.0009986131260149023,0.3372216330858961,0.17455431469283456
99,0.0015036374757869454,0.34358430540827145,0.18030236494580915
100,0.0012222331125371967,0.33085896076352067,0.17772970122209059
101,0.001365707494187518,0.3584305408271474,0.1898055237283302
102,0.0009158505344203149,0.35737009544008486,0.19532818285735754
103,0.0009330077696631633,0.3531283138918346,0.20080279951094046
104,0.0010702454981355914,0.37751855779427357,0.2163157292284959
105,0.0012924943016969336,0.3552492046659597,0.20599629621901558
106,0.0008436599982815096,0.3944856839872747,0.22916019816613026
107,0.000910175782883016,0.3902439024390244,0.22502844602253425
108,0.00090780452552508,0.383881230116649,0.2253472791142189
109,0.0005408115346654085,0.3743372216330859,0.22070065184669
110,0.0011964571370754128,0.35737009544008486,0.21399891948747557
111,0.00168192351501375,0.34676564156945916,0.20813407420044575
112,0.0013622395147649513,0.3679745493107105,0.21846120631892854
113,0.0007042479749543417,0.32237539766702017,0.19257016976497923
114,0.00072963010256899,0.3552492046659597,0.21960939559214693
115,0.0013497941756099863,0.35737009544008486,0.2182266687446068
116,0.0007711977435974404,0.3552492046659597,0.22235248823214823
117,0.0010849111063180317,0.34994697773064687,0.22077800932932007
118,0.0012508462355981464,0.3531283138918346,0.2218193604337926
119,0.000714709991473228,0.3340402969247084,0.21409205404020007
120,0.0010389259930434491,0.3605514316012725,0.22143388953225748
121,0.0009185961929688346,0.3647932131495228,0.23292302034701112
122,0.0008699803736249123,0.37751855779427357,0.23723414758415579
123,0.0013713056541746482,0.391304347826087,0.2319874405078075
124,0.0005681490893039154,0.39236479321314954,0.24045169107213354
125,0.0006515209323652016,0.4050901378579003,0.24912769006003385
126,0.0008733650721296726,0.3997879109225875,0.25196934197292825
127,0.0007520264808590582,0.38494167550371156,0.23274384773155254
128,0.0006999997770435584,0.39660657476139977,0.23839968304649847
129,0.0007318813294659776,0.4178154825026511,0.23669334326908745
130,0.00076367388755898,0.3997879109225875,0.2483835324705483
131,0.0006327083423457225,0.40721102863202546,0.2580562641226867
132,0.0004762038392073009,0.39236479321314954,0.24917869694369094
133,0.0006433069425838767,0.4252386002120891,0.26860852221664566
134,0.0006594963282623212,0.41569459172852596,0.26206488544499096
135,0.0007990824897660786,0.43160127253446445,0.2716561535495087
136,0.0010832805866812123,0.3997879109225875,0.2495621662363704
137,0.0007593039615130693,0.4220572640509014,0.26596545511434677
138,0.0008728661140516181,0.41145281018027574,0.26894919157668723
139,0.0008289607930464626,0.41039236479321317,0.2626368685437524
140,0.0009956743866496253,0.40721102863202546,0.25830689399582707
141,0.0006979194611858475,0.4029692470837752,0.2545664351690772
142,0.0008109710781354807,0.39660657476139977,0.2465854906695729
143,0.0008145143739056948,0.3987274655355249,0.23496868461386544
144,0.0007169380377490597,0.391304347826087,0.24054175476442413
145,0.0012720097283387855,0.3934252386002121,0.2490544574156707
146,0.0007496976100810571,0.39766702014846234,0.2474973430217249
147,0.0009606007353340828,0.3997879109225875,0.24381638445408926
148,0.000786050799183613,0.4050901378579003,0.24315759379138055
149,0.0006695854088345499,0.3955461293743372,0.23619926815183534
150,0.001073491854799613,0.41039236479321317,0.24477027403122115
151,0.0008449773779744873,0.3828207847295864,0.220187615781938
152,0.0005946954419869144,0.40402969247083775,0.2373986333891143
153,0.0008601466903201072,0.4146341463414634,0.24287947585567182
154,0.0008533072144928155,0.41675503711558853,0.2455512827558155
155,0.000600173834504858,0.4135737009544008,0.24424496603944085
156,0.0009301770279307675,0.4178154825026511,0.25494075801364824
157,0.0012193242609100708,0.4209968186638388,0.25224049623379907
158,0.001038550555324491,0.41039236479321317,0.2297942368980798
159,0.0005654861039374737,0.41039236479321317,0.23179249174152222
160,0.0008926797635467665,0.3997879109225875,0.2270545642378091
161,0.0007874555569173936,0.4241781548250265,0.24314923019871326
162,0.0008821062256174628,0.4061505832449629,0.2285939927203733
163,0.0009228478320437716,0.3997879109225875,0.21882562229938837
164,0.0010248492994875847,0.39766702014846234,0.22544395022294236
165,0.0006578693332812691,0.42629904559915166,0.24206531065597617
166,0.0006397430057404563,0.40827147401908803,0.24145207320588727
167,0.0003932493861725561,0.4061505832449629,0.2364552944608583
168,0.0005309339511768485,0.41039236479321317,0.24356013002333513
169,0.0008402022715017666,0.432661717921527,0.2548305406933489
170,0.0005669490030413727,0.42311770943796395,0.24879073912531252
171,0.0005333987428457476,0.42948038176033937,0.2567144197654804
172,0.0007840409819436899,0.44220572640509015,0.26485541907019616
173,0.0005943360325545655,0.43796394485683987,0.2611189542605624
174,0.0005462918185003218,0.440084835630965,0.2667649286805718
175,0.0005124335118580348,0.4528101802757158,0.2698747661220187
176,0.0012655110483819954,0.44750795334040294,0.2692911740007659
177,0.0008826271614680081,0.43796394485683987,0.25888283285866387
178,0.0006843713505872984,0.432661717921527,0.2498989977010598
179,0.0007642651458809269,0.432661717921527,0.2507724051298936
180,0.0006504986637992261,0.4146341463414634,0.24233840033584617
181,0.0004904008470475674,0.3584305408271474,0.21613976545534425
182,0.0007440307384058542,0.4178154825026511,0.25388303308090626
183,0.0006216068295088917,0.41675503711558853,0.2502511816986557
184,0.0007124300309442333,0.4146341463414634,0.25071933180563283
185,0.0009317418708178593,0.43160127253446445,0.26188587964432175
186,0.0009457661783471849,0.4369034994697773,0.2650329663124874
187,0.0006211592505223962,0.4178154825026511,0.2439694530531505
188,0.0008106888834163329,0.3987274655355249,0.23452839170828435
189,0.0006876250418599739,0.4135737009544008,0.2409116608854062
190,0.0005949864606918709,0.4252386002120891,0.24888957083012933
191,0.0006392806000235396,0.4220572640509014,0.2510958663921838
192,0.0005159686533261265,0.41569459172852596,0.2569092712981088
193,0.000721967643590915,0.42735949098621423,0.2660839249696496
194,0.0010443465242055082,0.43478260869565216,0.27182353789701713
195,0.0005824381382012689,0.4209968186638388,0.24796795353364257
196,0.0004527972149844572,0.4135737009544008,0.2501159327015651
197,0.0008538904267425095,0.4093319194061506,0.2434283968731287
198,0.0014020084931914312,0.4209968186638388,0.24589815696962508
199,0.0004701715535702533,0.4135737009544008,0.24462332892855956
200,0.0007659043324110826,0.43160127253446445,0.2520921431176694
201,0.0006759881060133921,0.44220572640509015,0.25839641194997953
202,0.000864181156960342,0.44750795334040294,0.25780691746264783
203,0.0007720302211964736,0.4305408271474019,0.23909873986061267
204,0.0005756186207690917,0.43584305408271473,0.2514746569716426
205,0.0006254273814874977,0.4411452810180276,0.2539584741393009
206,0.000818327864544699,0.4485683987274655,0.25634779515005
207,0.0004075494609423913,0.44750795334040294,0.25550955483461185
208,0.0007268512535461014,0.42629904559915166,0.24625870107706826
209,0.0008028010555108267,0.4209968186638388,0.23999616727354284
210,0.0007201868861557159,0.40721102863202546,0.23094286642689063
211,0.0005255874541205685,0.42311770943796395,0.24603453514978607
212,0.0006991872338858229,0.43902439024390244,0.2557364140197279
213,0.0006102610870584613,0.41993637327677624,0.2495326186800749
214,0.0008087173764579347,0.43902439024390244,0.2593667238516689
215,0.0006039576240254973,0.43160127253446445,0.25109400511729024
216,0.0005470239255146225,0.432661717921527,0.2563985133552305
217,0.0011865032196510584,0.4252386002120891,0.2592017100617382
218,0.0008194378793632495,0.43902439024390244,0.26238988584752954
219,0.0008065846461249749,0.42948038176033937,0.2559467840092585
220,0.0008448741584743402,0.41993637327677624,0.24788097378969762
221,0.0005623902691240801,0.4284199363732768,0.2532249261451877
222,0.0008190743450541049,0.4241781548250265,0.25516330730804654
223,0.00048480032803581706,0.4178154825026511,0.25368916841446487
224,0.0006572587762093462,0.41675503711558853,0.24817320955582675
225,0.0005815560546125198,0.43160127253446445,0.25722511514364804
226,0.00035456319910736055,0.44750795334040294,0.2705895239869854
227,0.0005348554690954189,0.4485683987274655,0.2703348289662486
228,0.0006832142260464024,0.4411452810180276,0.2665415841629836
229,0.0006636044195147406,0.4517497348886532,0.26946771184786505
230,0.0005703144063772924,0.4485683987274655,0.266982059383323
231,0.0007463589042941976,0.4687168610816543,0.28178209534119547
232,0.00039858666194731996,0.44538706256627786,0.26929165028226526
233,0.0006517185207030706,0.45705196182396607,0.27699518228251585
234,0.0006948303136596224,0.4496288441145281,0.2722279260865916
235,0.0005402198397860047,0.440084835630965,0.26645243444853894
236,0.00045070978958392514,0.4485683987274655,0.2691150408620547
237,0.0006964940593093161,0.4708377518557794,0.27964154691457394
238,0.0008162355055219451,0.46553552492046657,0.28017402796973623
239,0.0007074729705379923,0.45705196182396607,0.2754912368953307
240,0.0006689306133921491,0.4305408271474019,0.2621353325366344
241,0.000573633062015233,0.4432661717921527,0.27179726430315015
242,0.00041943803562389804,0.4178154825026511,0.258396328183351
243,0.0005629581657558447,0.44538706256627786,0.26932540488779466
244,0.0006157985596473737,0.4496288441145281,0.2679365704382672
245,0.0007469422804206261,0.44538706256627786,0.26242514974866565
246,0.0008168243688487564,0.4485683987274655,0.26891878581676665
247,0.0007762526060105301,0.4432661717921527,0.2736756748607341
248,0.00046864177375027793,0.4432661717921527,0.26902619720502596
249,0.0004382588647786179,0.4443266171792153,0.2673840867625176
250,0.0007406768213513715,0.4305408271474019,0.25745326268521607
251,0.0005716687153835664,0.4369034994697773,0.2606190527094757
252,0.0005461758528326754,0.43902439024390244,0.26271822820498636
253,0.0004730522186036978,0.4369034994697773,0.2609340511987123
254,0.0005287998420556051,0.43478260869565216,0.2583731922598934
255,0.0007170610295361257,0.4241781548250265,0.24982016773519336
256,0.0006372475520038279,0.4337221633085896,0.2601955337944301
257,0.0006714565060974564,0.42311770943796395,0.2542797086519714
258,0.0005887457194148737,0.4411452810180276,0.2660031638001096
259,0.0005040627871494508,0.4443266171792153,0.2717616667721302
260,0.00047132494923971533,0.440084835630965,0.2705150523069331
261,0.0007402728414490411,0.43160127253446445,0.2638897706977508
262,0.0006008792592183454,0.42948038176033937,0.2603702157697741
263,0.0004289942763534782,0.4369034994697773,0.26288752809580446
264,0.0004658178154841153,0.4337221633085896,0.2615317302256662
265,0.0007036262913970859,0.4241781548250265,0.24882652414738723
266,0.000332330193486996,0.42735949098621423,0.25074498264154205
267,0.0005874712615877798,0.43160127253446445,0.25311312419247917
268,0.0005770639066213334,0.43796394485683987,0.2559097574744241
269,0.0003970526134253305,0.43796394485683987,0.2575883561086823
270,0.00045371228113708637,0.43160127253446445,0.2588600958169148
271,0.0004320802370330057,0.43796394485683987,0.25709565182139327
272,0.0005196729674935341,0.4411452810180276,0.2608526370709973
273,0.0006240930744752405,0.4369034994697773,0.2574972848069818
274,0.0006020932971296134,0.43796394485683987,0.2596272365253633
275,0.0004694077807471331,0.43478260869565216,0.2611225825411549
276,0.00038505251595779557,0.4337221633085896,0.26064054139689197
277,0.0004153654192350587,0.4443266171792153,0.2651253886677111
278,0.0006374389235361377,0.45068928950159065,0.27148120987223456
279,0.0004907260959498671,0.45387062566277836,0.2729819828166435
280,0.0005977090633905391,0.4496288441145281,0.26886541721189905
281,0.0007588175654404949,0.4559915164369035,0.26501500237510883
282,0.0006224327987411016,0.45493107104984093,0.2720813643245279
283,0.0004726433122641538,0.45387062566277836,0.26648993825365486
284,0.0007464415745744191,0.4485683987274655,0.263363753201233
285,0.000365222604000337,0.4443266171792153,0.2645038860845282
286,0.0006611864686988156,0.4485683987274655,0.2660993322999414
287,0.0005738145417126361,0.45387062566277836,0.2722517174248856
288,0.0006450881933915298,0.44538706256627786,0.2652386031780335
289,0.0003861995326133183,0.4528101802757158,0.27038289799796456
290,0.0004490961040573893,0.46977730646871685,0.28306294107749735
291,0.000659410109176406,0.46553552492046657,0.27846858648072453
292,0.0003855028461657639,0.47613997879109227,0.2835042391275281
293,0.0006425722828169,0.47720042417815484,0.2885029892263744
294,0.0006705788893668796,0.47613997879109227,0.28414069002243736
295,0.000543800034506603,0.47932131495228,0.28675243475022777
296,0.0003546613551179689,0.4782608695652174,0.28608825876405214
297,0.0008452957474219148,0.4687168610816543,0.2790079423565687
298,0.0006808020509197377,0.4559915164369035,0.2679336656507984
299,0.0006297596175954823,0.471898197242842,0.28051516970886586
300,0.0006831790462541676,0.46447507953340406,0.28240796093298864
301,0.000730454361359989,0.46977730646871685,0.28317568339926813
302,0.0004605198843137259,0.47720042417815484,0.28721803906845156
303,0.0004893722385531874,0.471898197242842,0.28601436824018855
304,0.0005764415895100683,0.46659597030752914,0.2813629030346907
305,0.0004520715481703519,0.46447507953340406,0.2801372192726665
306,0.000417422468817108,0.4591728525980912,0.2799519501933331
307,0.000597831500635948,0.46977730646871685,0.28403905832039095
308,0.0004678535802213446,0.46447507953340406,0.28318325242413067
309,0.000724991878541914,0.4623541887592789,0.27819477581848523
310,0.0006365493462908489,0.45493107104984093,0.2779233020479837
311,0.0005844062676715111,0.46977730646871685,0.2860049054732209
312,0.0006003217155807761,0.4634146341463415,0.2815039401995784
313,0.0004959833401585456,0.4602332979851538,0.27813030573702574
314,0.0006376857735631347,0.45811240721102864,0.27545440046932484
315,0.0005779080752859045,0.4687168610816543,0.2754761751614846
316,0.0005788336894511304,0.45493107104984093,0.2712620564357577
317,0.0005206338596508431,0.4602332979851538,0.2761539942337054
318,0.0003780207570798666,0.46129374337221635,0.27798122917010104
319,0.00037798838202434125,0.48462354188759277,0.28755811376773877
320,0.000452733585052556,0.4835630965005302,0.2895111668698988
321,0.0005329399300535442,0.48250265111346763,0.29337101091673623
322,0.000529216443567293,0.48462354188759277,0.289027302032759
323,0.00031460360368100736,0.48250265111346763,0.2894972314568308
324,0.00035509287781678724,0.48886532343584305,0.29055109219485703
325,0.00044212550430984266,0.4867444326617179,0.2868787014148917
326,0.0004597399728481832,0.4835630965005302,0.2857329656663602
327,0.0005326173578851012,0.47720042417815484,0.2842209066283115
328,0.0003632180987551692,0.4835630965005302,0.28736427498239575
329,0.0004593733504293596,0.4814422057264051,0.28520371494651137
330,0.0003611889915646316,0.49204665959703076,0.29255356894129103
331,0.000240174965983897,0.4931071049840933,0.2910310983324424
332,0.0004468265062541832,0.48038176033934255,0.2849665270034523
333,0.0008719221607975669,0.4899257688229056,0.28365142983993996
334,0.00069890508576691,0.4931071049840933,0.28552516447366894
335,0.0003785998047646899,0.4835630965005302,0.2863641570227435
336,0.0004084897745087801,0.4814422057264051,0.2826058631162369
337,0.0005189884725041339,0.47932131495228,0.27983321444253534
338,0.0005402768215390097,0.4687168610816543,0.27822386656158493
339,0.0005929330960583457,0.4867444326617179,0.28770754503406065
340,0.0005279080964101013,0.47720042417815484,0.27928683144598143
341,0.00047938013149178004,0.4814422057264051,0.28279037381646144
342,0.0006437051885768597,0.49204665959703076,0.288568384039676
343,0.0005517073610462831,0.4878048780487805,0.29438007436481795
344,0.0005782832282875461,0.4814422057264051,0.2908680152081508
345,0.0004350430995145871,0.47720042417815484,0.2792782057780041
346,0.0005402860107096785,0.47613997879109227,0.2798912573625483
347,0.00047257363105472904,0.47932131495228,0.28517355657564436
348,0.000359439961971475,0.48038176033934255,0.28602801142503465
349,0.0006429569264469137,0.4814422057264051,0.2869885680729875
350,0.000459130226522575,0.48462354188759277,0.2902409652754521
351,0.0004903345259663183,0.4878048780487805,0.29441303812623953
352,0.0004936822230547477,0.4878048780487805,0.2874869013273719
353,0.00043805561097087775,0.48250265111346763,0.2841079557839688
354,0.0005501538450062071,0.4782608695652174,0.2870765046071722
355,0.00045582683748932593,0.48038176033934255,0.28710884835001793
356,0.0004957332994308672,0.4899257688229056,0.2898297879110848
357,0.0005185900825381395,0.4867444326617179,0.28818256743442056
358,0.0004971987112185161,0.4687168610816543,0.28162894479095235
359,0.0005769909836089937,0.47295864262990456,0.2874417188251947
360,0.0005875735436973173,0.4740190880169671,0.287588156822285
361,0.0006052261759577959,0.48038176033934255,0.2870797350900479
362,0.0004993374413970741,0.4835630965005302,0.29213983380887526
363,0.000377835200924892,0.48038176033934255,0.29000757551810186
364,0.0004306523217110225,0.4835630965005302,0.29055267357580994
365,0.0006730342692605973,0.47932131495228,0.2892663211166934
366,0.0005435648024672446,0.48886532343584305,0.29093046155421237
367,0.00046468382960824784,0.49522799575821846,0.29597008733780367
368,0.00046345572504833397,0.4814422057264051,0.286716403827398
369,0.0004252926390478251,0.48568398727465534,0.2848149700941154
370,0.0005881287147076364,0.4909862142099682,0.29201915229154046
371,0.000685842950224469,0.4984093319194062,0.2965507207026239
372,0.0005060539937204566,0.4899257688229056,0.29529563493273286
373,0.00042770201563371304,0.4867444326617179,0.2935509629808692
374,0.0004979109189662267,0.4835630965005302,0.29296334596156814
375,0.000429458455596432,0.48462354188759277,0.293943485800008
376,0.000696291781241598,0.471898197242842,0.28543999722140223
377,0.0003753656578282971,0.46553552492046657,0.27621655201881673
378,0.0004925560081574076,0.46659597030752914,0.2704349264033291
379,0.0005330960182618582,0.47295864262990456,0.27865294728552353
380,0.00046434909822892225,0.4676564156945917,0.27330566281251495
381,0.00039543544130538066,0.47932131495228,0.2789179507004859
382,0.0004473702117820721,0.46977730646871685,0.2827050030586182
383,0.0004963000865927825,0.4750795334040297,0.28139418907514285
384,0.0006330093011904126,0.471898197242842,0.2861063198786163
385,0.0003752621998046379,0.47613997879109227,0.2899149160503083
386,0.00039591294143974664,0.47613997879109227,0.2934945554324269
387,0.0005312275724463688,0.46659597030752914,0.28401477755518906
388,0.0004381726133033226,0.46659597030752914,0.2760747390417938
389,0.0004247623246669718,0.4750795334040297,0.2802487364937338
390,0.0003693788666851106,0.46659597030752914,0.27518097265766617
391,0.0003404499056159693,0.4676564156945917,0.27116934694312445
392,0.00034402557164412426,0.46659597030752914,0.27135627267512474
393,0.0008255651001604746,0.4634146341463415,0.2648601688132952
394,0.00044025162096659185,0.46659597030752914,0.268641824893879
395,0.0003889128554874333,0.46659597030752914,0.26459402903320367
396,0.0004279855244590181,0.46977730646871685,0.270869899740769
397,0.00042543852796370627,0.47613997879109227,0.2770179831843449
398,0.0005142003414164264,0.4782608695652174,0.27649147723733014
399,0.00045360004344274785,0.48568398727465534,0.28228390990886726
400,0.00045969214993135665,0.4750795334040297,0.27606989292124673
401,0.0005637982882944926,0.4676564156945917,0.2655593764567858
402,0.0005592182732698347,0.4634146341463415,0.27143218185118784
403,0.0004609701834624502,0.46659597030752914,0.2705714402360868
404,0.00047037933054525636,0.47295864262990456,0.2722735291809738
405,0.0006773286938383194,0.4740190880169671,0.26957739459354874
406,0.0004077534897078294,0.48568398727465534,0.2798452656576798
407,0.0005099188925669296,0.4878048780487805,0.2837317143948484
408,0.00048221000729427034,0.4878048780487805,0.28574475787594517
409,0.0004408924167364603,0.4909862142099682,0.29238622458509556
410,0.0005297800874359381,0.48568398727465534,0.29058968950967007
411,0.0004364678710999215,0.4878048780487805,0.29085414504882545
412,0.00041393181090825236,0.48462354188759277,0.2904319456435051
413,0.0006572238988155731,0.4909862142099682,0.2937269015641555
414,0.00044508268834206886,0.49522799575821846,0.29507818610096653
415,0.000448146084742973,0.4878048780487805,0.2948422593279618
416,0.00021568831998592942,0.49522799575821846,0.29894710859992185
417,0.0007956326069688657,0.5058324496288441,0.30610604389204354
418,0.0006502197526742747,0.4909862142099682,0.3011439566687064
419,0.0009941383024113294,0.5005302226935313,0.3079613456560225
420,0.0005705148287248107,0.5015906680805938,0.30652983697044106
421,0.000574698173750221,0.48886532343584305,0.30219334409442317
422,0.00033068489747165584,0.49628844114528103,0.3027250239598976
423,0.00043776536540462985,0.48886532343584305,0.29756270676424784
424,0.0006494562324405706,0.47932131495228,0.28858784161792017
425,0.00042111053936650934,0.48568398727465534,0.29277925070764427
426,0.0006374862141456106,0.48886532343584305,0.2929183595732438
427,0.00042654211265471533,0.48568398727465534,0.29431381808966056
428,0.0008020894872515782,0.4878048780487805,0.29319955325743513
429,0.0005608325652247004,0.4782608695652174,0.2912665257970794
430,0.00037906748925706777,0.4878048780487805,0.29412811558440555
431,0.0004909709537059825,0.48250265111346763,0.2925735268884505
